"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PRE^H","PartnerRe Ltd.","29.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^h",
"PRE^I","PartnerRe Ltd.","26.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^i",
"PRTY","Party City Holdco Inc.","13.4","$1.6B","2015","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prty",
"PAYC","Paycom Software, Inc.","77.05","$4.49B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/payc",
"PBF","PBF Energy Inc.","32.18","$3.54B","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/pbf",
"PBFX","PBF Logistics LP","19.8","$829.52M","2014","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/pbfx",
"BTU","Peabody Energy Corporation","33.54","$3.5B","2017","Energy","Coal Mining","http://www.nasdaq.com/symbol/btu",
"PSO","Pearson, Plc","9.58","$7.72B","n/a","Consumer Services","Books","http://www.nasdaq.com/symbol/pso",
"PEB","Pebblebrook Hotel Trust","37.85","$2.61B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/peb",
"PEB^C","Pebblebrook Hotel Trust","25.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peb^c",
"PEB^D","Pebblebrook Hotel Trust","26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peb^d",
"PBA","Pembina Pipeline Corp.","34.95","$17.57B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pba",
